Czechia, Female population exposure by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 02/02/2023
Year    ARDY   Cohort       Exposure
1966     16     1950        84302.50
1966     17     1949        83245.78
1966     18     1948        86332.79
1966     19     1947        90825.99
1966     20     1946        88395.50
1966     21     1945        74843.34
1966     22     1944        76402.33
1966     23     1943        75163.76
1966     24     1942        67203.17
1966     25     1941        64683.74
1966     26     1940        63227.50
1966     27     1939        57746.45
1966     28     1938        55353.11
1966     29     1937        53530.16
1966     30     1936        53685.02
1966     31     1935        55426.17
1966     32     1934        57176.65
1966     33     1933        58769.35
1966     34     1932        62447.64
1966     35     1931        64660.91
1966     36     1930        66978.42
1966     37     1929        65647.64
1966     38     1928        66586.10
1966     39     1927        66877.28
1966     40     1926        68765.96
1966     41     1925        70158.83
1966     42     1924        72241.70
1966     43     1923        74398.91
1966     44     1922        74614.42
1966     45     1921        73334.96
1966     46     1920        67613.07
1966     47     1919        54095.53
1966     48     1918        33067.11
1966     49     1917        32853.50
1966     50     1916        36610.47
1966     51     1915        49933.88
1966     52     1914        67297.21
1966     53     1913        69938.60
1966     54     1912        69800.12
1966     55     1911        69768.70
1967     12     1955        40079.81
1967     13     1954        79604.91
1967     14     1953        80749.19
1967     15     1952        83155.72
1967     16     1951        85002.90
1967     17     1950        84181.15
1967     18     1949        83121.37
1967     19     1948        86284.96
1967     20     1947        90612.80
1967     21     1946        88232.56
1967     22     1945        74657.97
1967     23     1944        76362.63
1967     24     1943        74975.12
1967     25     1942        67027.53
1967     26     1941        64550.26
1967     27     1940        63231.25
1967     28     1939        57545.47
1967     29     1938        55339.51
1967     30     1937        53374.04
1967     31     1936        53553.56
1967     32     1935        55369.30
1967     33     1934        57060.06
1967     34     1933        58579.69
1967     35     1932        62327.81
1967     36     1931        64475.36
1967     37     1930        66768.95
1967     38     1929        65471.78
1967     39     1928        66434.30
1967     40     1927        66690.56
1967     41     1926        68542.78
1967     42     1925        69923.15
1967     43     1924        72058.22
1967     44     1923        74123.78
1967     45     1922        74466.41
1967     46     1921        72982.24
1967     47     1920        67561.30
1967     48     1919        53675.83
1967     49     1918        32903.48
1967     50     1917        32716.32
1967     51     1916        36339.65
1967     52     1915        49835.60
1967     53     1914        66788.68
1967     54     1913        69458.98
1967     55     1912        69408.39
1968     12     1956        39287.27
1968     13     1955        77925.87
1968     14     1954        79528.04
1968     15     1953        80685.04
1968     16     1952        83087.72
1968     17     1951        84914.65
1968     18     1950        84050.18
1968     19     1949        82991.03
1968     20     1948        86244.22
1968     21     1947        90399.56
1968     22     1946        88074.16
1968     23     1945        74466.27
1968     24     1944        76318.27
1968     25     1943        74784.82
1968     26     1942        66850.56
1968     27     1941        64408.45
1968     28     1940        63240.00
1968     29     1939        57335.82
1968     30     1938        55316.25
1968     31     1937        53222.62
1968     32     1936        53416.33
1968     33     1935        55312.31
1968     34     1934        56941.58
1968     35     1933        58381.81
1968     36     1932        62194.73
1968     37     1931        64276.99
