Sweden, Cumulative cohort fertility rates by birth order (horizontal parallelograms
Last modified: 14/04/2023
Cohort  Age     CCFR     CCFR1     CCFR2     CCFR3     CCFR4    CCFR5p
1960    43     2.047     0.863     0.729     0.319     0.093     0.043
1960    44     2.052     0.864     0.730     0.320     0.094     0.044
1960    45     2.055     0.865     0.731     0.321     0.094     0.044
1960    46     2.056     0.865     0.731     0.321     0.094     0.044
1960    47     2.057     0.866     0.731     0.322     0.094     0.045
1960    48     2.058     0.866     0.731     0.322     0.094     0.045
1960    49     2.058     0.866     0.731     0.322     0.094     0.045
1960    50     2.058     0.866     0.731     0.322     0.094     0.045
1960    51     2.058     0.866     0.731     0.322     0.095     0.045
1960    52     2.058     0.866     0.731     0.322     0.095     0.045
1960    53     2.058     0.866     0.731     0.322     0.095     0.045
1960    54     2.058     0.866     0.731     0.322     0.095     0.045
1960    55     2.058     0.866     0.731     0.322     0.095     0.045
1961    12     0.000     0.000     0.000     0.000     0.000     0.000
1961    13     0.000     0.000     0.000     0.000     0.000     0.000
1961    14     0.000     0.000     0.000     0.000     0.000     0.000
1961    15     0.000     0.000     0.000     0.000     0.000     0.000
1961    16     0.002     0.002     0.000     0.000     0.000     0.000
1961    17     0.007     0.007     0.000     0.000     0.000     0.000
1961    18     0.019     0.019     0.001     0.000     0.000     0.000
1961    19     0.044     0.041     0.002     0.000     0.000     0.000
1961    20     0.086     0.078     0.007     0.000     0.000     0.000
1961    21     0.139     0.122     0.017     0.001     0.000     0.000
1961    22     0.209     0.173     0.034     0.003     0.000     0.000
1961    23     0.290     0.225     0.058     0.006     0.000     0.000
1961    24     0.389     0.283     0.093     0.012     0.001     0.000
1961    25     0.507     0.348     0.136     0.021     0.002     0.000
1961    26     0.639     0.416     0.186     0.032     0.004     0.001
1961    27     0.784     0.485     0.242     0.048     0.007     0.001
1961    28     0.937     0.549     0.304     0.069     0.012     0.002
1961    29     1.093     0.610     0.367     0.095     0.017     0.004
1961    30     1.245     0.661     0.431     0.123     0.024     0.006
1961    31     1.390     0.705     0.489     0.153     0.033     0.009
1961    32     1.514     0.740     0.539     0.181     0.042     0.012
1961    33     1.625     0.769     0.583     0.206     0.050     0.016
1961    34     1.712     0.790     0.617     0.227     0.058     0.020
1961    35     1.783     0.806     0.645     0.245     0.064     0.023
1961    36     1.839     0.819     0.666     0.259     0.070     0.026
1961    37     1.887     0.830     0.683     0.272     0.075     0.029
1961    38     1.926     0.838     0.696     0.282     0.079     0.031
1961    39     1.957     0.845     0.706     0.289     0.082     0.034
1961    40     1.981     0.850     0.714     0.296     0.085     0.037
1961    41     1.999     0.855     0.719     0.300     0.087     0.038
1961    42     2.012     0.858     0.723     0.303     0.089     0.040
1961    43     2.020     0.859     0.725     0.305     0.089     0.041
1961    44     2.025     0.860     0.726     0.306     0.090     0.042
1961    45     2.027     0.861     0.727     0.307     0.091     0.042
1961    46     2.028     0.861     0.727     0.307     0.091     0.042
1961    47     2.029     0.861     0.728     0.307     0.091     0.042
1961    48     2.029     0.861     0.728     0.307     0.091     0.042
1961    49     2.029     0.862     0.728     0.307     0.091     0.042
1961    50     2.030     0.862     0.728     0.307     0.091     0.042
1961    51     2.030     0.862     0.728     0.307     0.091     0.042
1961    52     2.030     0.862     0.728     0.307     0.091     0.042
1961    53     2.030     0.862     0.728     0.307     0.091     0.042
1961    54     2.030     0.862     0.728     0.307     0.091     0.042
1961    55     2.030     0.862     0.728     0.307     0.091     0.042
1962    12     0.000     0.000     0.000     0.000     0.000     0.000
1962    13     0.000     0.000     0.000     0.000     0.000     0.000
1962    14     0.000     0.000     0.000     0.000     0.000     0.000
1962    15     0.000     0.000     0.000     0.000     0.000     0.000
1962    16     0.001     0.001     0.000     0.000     0.000     0.000
1962    17     0.006     0.005     0.000     0.000     0.000     0.000
1962    18     0.018     0.017     0.001     0.000     0.000     0.000
1962    19     0.041     0.038     0.002     0.000     0.000     0.000
1962    20     0.080     0.073     0.007     0.000     0.000     0.000
1962    21     0.134     0.117     0.017     0.001     0.000     0.000
1962    22     0.202     0.166     0.033     0.003     0.000     0.000
1962    23     0.284     0.220     0.058     0.006     0.000     0.000
1962    24     0.384     0.279     0.092     0.012     0.001     0.000
1962    25     0.506     0.345     0.136     0.022     0.002     0.000
1962    26     0.641     0.416     0.186     0.034     0.005     0.001
1962    27     0.790     0.485     0.244     0.051     0.008     0.001
1962    28     0.949     0.553     0.307     0.074     0.012     0.002
1962    29     1.109     0.614     0.372     0.099     0.019     0.004
1962    30     1.259     0.664     0.434     0.128     0.027     0.007
1962    31     1.396     0.705     0.491     0.155     0.035     0.010
1962    32     1.518     0.739     0.540     0.182     0.044     0.013
1962    33     1.621     0.767     0.580     0.206     0.051     0.017
1962    34     1.705     0.788     0.614     0.226     0.057     0.020
1962    35     1.774     0.805     0.641     0.243     0.063     0.023
1962    36     1.832     0.819     0.663     0.257     0.068     0.025
1962    37     1.883     0.830     0.681     0.270     0.073     0.029
