Ukraine, Live births by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 13/11/2015
Year    Age        Total
1971     29     31377.81
1971     30     34739.87
1971     31     32967.27
1971     32     31911.29
1971     33     29967.66
1971     34     25046.97
1971     35     17338.98
1971     36     11632.33
1971     37      7850.05
1971     38      6573.69
1971     39      5511.04
1971     40      5021.31
1971     41      3979.46
1971     42      2609.04
1971     43      1564.72
1971     44       869.09
1971     45       457.60
1971     46       268.19
1971     47       155.71
1971     48        87.12
1971     49        45.84
1971     50        23.40
1971     51        13.04
1971     52         7.20
1971     53         3.11
1971     54         1.28
1971     55+        5.00
1972     12-        0.07
1972     13         1.92
1972     14        31.77
1972     15       279.35
1972     16      1579.42
1972     17      7177.62
1972     18     22306.14
1972     19     41346.35
1972     20     53524.48
1972     21     65924.67
1972     22     72597.41
1972     23     68147.57
1972     24     57308.67
1972     25     46998.96
1972     26     31621.15
1972     27     23486.69
1972     28     22332.47
1972     29     23312.68
1972     30     28986.14
1972     31     28894.06
1972     32     27781.29
1972     33     27600.42
1972     34     26579.61
1972     35     20153.88
1972     36     14055.42
1972     37      9172.09
1972     38      5958.07
1972     39      4751.35
1972     40      4449.97
1972     41      3543.22
1972     42      2498.67
1972     43      1508.55
1972     44       854.60
1972     45       449.80
1972     46       250.44
1972     47       122.45
1972     48        55.89
1972     49        23.69
1972     50         9.97
1972     51         5.21
1972     52         3.17
1972     53         2.25
1972     54         1.41
1972     55+        7.00
1973     12-        0.07
1973     13         2.17
1973     14        37.68
1973     15       335.13
1973     16      1826.93
1973     17      7700.90
1973     18     22786.65
1973     19     41057.64
1973     20     51159.55
1973     21     61782.42
1973     22     65748.70
1973     23     66416.08
1973     24     60658.80
1973     25     47194.56
1973     26     37363.22
1973     27     26013.06
1973     28     20446.05
1973     29     20524.18
1973     30     21342.80
1973     31     23545.72
1973     32     24300.14
1973     33     24046.33
1973     34     24323.44
1973     35     20580.60
1973     36     16149.11
1973     37     10816.50
1973     38      6765.77
1973     39      4208.67
1973     40      3902.16
1973     41      3036.00
1973     42      2204.50
1973     43      1464.39
1973     44       853.84
1973     45       465.74
1973     46       261.58
1973     47       126.46
1973     48        56.55
1973     49        23.80
1973     50        10.01
1973     51         5.52
1973     52         3.22
1973     53         2.29
1973     54         1.97
1973     55+        9.00
1974     12-        0.07
1974     13         2.06
1974     14        35.68
1974     15       321.25
1974     16      1856.43
1974     17      8138.02
1974     18     24413.41
1974     19     44535.43
1974     20     54685.92
1974     21     63381.02
1974     22     66449.99
1974     23     65225.33
1974     24     64803.64
1974     25     54351.73
1974     26     40788.77
1974     27     33160.81
1974     28     24003.13
1974     29     19589.03
1974     30     19637.13
1974     31     17716.47
1974     32     20116.44
1974     33     21186.60
1974     34     21024.93
1974     35     18689.39
1974     36     16405.17
1974     37     12339.33
1974     38      8013.62
1974     39      4888.94
1974     40      3534.29
1974     41      2649.80
1974     42      1852.52
1974     43      1229.62
1974     44       758.84
1974     45       401.67
1974     46       225.19
1974     47       108.88
1974     48        49.52
1974     49        21.90
1974     50         9.90
1974     51         5.54
1974     52         3.00
1974     53         1.60
1974     54         0.95
1974     55+        3.00
1975     12-        0.07
1975     13         2.24
1975     14        40.27
1975     15       363.52
1975     16      2053.46
1975     17      8816.49
1975     18     25513.29
1975     19     44932.47
1975     20     55478.19
1975     21     64485.50
1975     22     65757.93
1975     23     64452.41
1975     24     62483.91
1975     25     56954.05
1975     26     45542.16
1975     27     34949.38
1975     28     29619.96
1975     29     22345.03
1975     30     18404.58
1975     31     16139.61
1975     32     15042.54
1975     33     17369.27
1975     34     18214.59
1975     35     16158.92
1975     36     14605.81
1975     37     12612.22
1975     38      9467.52
1975     39      6184.10
1975     40      4069.31
1975     41      2458.71
1975     42      1677.93
1975     43      1092.72
1975     44       688.64
1975     45       421.04
1975     46       236.64
1975     47       119.08
1975     48        55.30
1975     49        25.13
1975     50        11.42
1975     51         5.99
1975     52         2.86
1975     53         1.25
1975     54         0.51
1975     55+        1.00
1976     12-        0.07
1976     13         2.28
1976     14        42.00
1976     15       385.72
1976     16      2206.97
1976     17      9443.67
1976     18     27691.97
1976     19     48159.90
1976     20     57852.53
1976     21     66720.09
1976     22     67721.67
1976     23     64183.32
1976     24     62118.79
1976     25     55909.37
1976     26     48173.61
1976     27     39093.12
1976     28     31042.64
1976     29     27218.86
1976     30     19864.36
1976     31     14337.28
1976     32     12862.51
1976     33     12175.36
1976     34     14099.01
1976     35     13928.64
1976     36     12270.91
1976     37     11222.12
1976     38      9837.61
1976     39      7444.29
1976     40      4663.96
1976     41      2766.29
1976     42      1463.56
1976     43       887.42
1976     44       522.94
1976     45       361.88
1976     46       212.93
1976     47       101.21
1976     48        44.47
1976     49        18.66
1976     50         7.95
1976     51         4.21
1976     52         2.20
1976     53         1.11
1976     54         0.52
1976     55+        1.00
1977     12-        0.07
1977     13         2.25
1977     14        43.50
1977     15       399.25
1977     16      2285.90
1977     17      9531.06
1977     18     27203.02
1977     19     47435.17
1977     20     56730.17
1977     21     63805.26
1977     22     65111.67
1977     23     62276.57
1977     24     59006.45
1977     25     53633.04
1977     26     45089.07
1977     27     39793.14
1977     28     33894.25
1977     29     28543.72
1977     30     23971.58
1977     31     16249.05
1977     32     11991.85
1977     33     10753.07
1977     34      9940.70
1977     35     11132.64
1977     36     10309.55
1977     37      9242.68
1977     38      8614.73
1977     39      7608.97
1977     40      4978.59
1977     41      3070.82
1977     42      1621.52
1977     43       800.40
1977     44       463.22
1977     45       371.07
1977     46       198.67
1977     47        76.93
1977     48        24.18
1977     49         7.25
1977     50         2.21
1977     51         1.21
1977     52         0.73
1977     53         0.49
1977     54         0.35
1977     55+        1.00
1978     12-        0.07
1978     13         2.01
1978     14        37.03
1978     15       405.92
1978     16      2384.13
1978     17      9566.54
1978     18     28100.57
1978     19     50451.82
1978     20     68905.86
1978     21     70560.95
1978     22     65542.67
1978     23     59192.31
1978     24     53018.97
1978     25     46599.61
1978     26     44684.50
1978     27     40201.25
1978     28     36612.05
1978     29     33017.85
1978     30     22023.23
1978     31     20537.15
1978     32     12865.72
1978     33      9451.53
1978     34      8996.50
1978     35      7495.42
1978     36      8412.47
1978     37      8145.46
1978     38      7157.40
1978     39      5959.34
1978     40      4615.25
1978     41      3220.18
1978     42      1817.10
1978     43      1038.05
1978     44       530.03
1978     45       322.01
1978     46       157.01
1978     47        79.00
1978     48        47.00
1978     49        16.00
1978     50        11.00
1978     51         4.00
1978     52         0.00
1978     53         1.00
1978     54         1.00
1978     55+        0.00
1979     12-        0.07
1979     13         1.99
1979     14        36.54
1979     15       427.40
1979     16      2738.00
1979     17      9466.00
1979     18     27938.00
1979     19     51935.00
1979     20     71495.00
1979     21     73502.00
1979     22     67309.00
1979     23     59252.00
1979     24     52939.00
1979     25     47784.00
1979     26     42177.00
1979     27     39418.00
1979     28     35045.00
1979     29     31069.00
1979     30     28368.00
1979     31     17927.00
1979     32     16741.00
1979     33     10182.00
1979     34      7693.00
1979     35      7327.00
1979     36      5919.00
1979     37      6405.00
1979     38      5852.00
1979     39      4894.00
1979     40      4199.00
1979     41      2952.00
1979     42      1969.00
1979     43      1035.00
1979     44       542.00
1979     45       292.00
1979     46       125.00
1979     47        73.00
1979     48        25.00
1979     49        21.00
1979     50        25.00
1979     51         1.00
1979     52         2.00
1979     53         3.00
1979     54         2.00
1979     55+       81.00
1980     12-        0.07
1980     13         2.27
1980     14        40.57
1980     15       450.15
1980     16      2676.29
1980     17      9938.08
1980     18     27998.05
1980     19     53838.87
1980     20     72398.90
1980     21     75758.27
1980     22     70106.65
1980     23     60503.60
1980     24     54041.90
1980     25     48634.30
1980     26     42464.63
1980     27     37398.08
1980     28     33910.70
1980     29     30669.35
1980     30     26470.89
1980     31     22939.50
1980     32     14658.60
1980     33     13611.48
1980     34      8377.91
1980     35      6285.69
1980     36      5599.61
1980     37      4579.49
1980     38      4614.50
1980     39      4236.46
1980     40      3542.39
1980     41      2611.29
1980     42      1868.20
1980     43      1145.13
1980     44       595.06
1980     45       266.03
1980     46       126.01
1980     47        54.00
1980     48        32.01
1980     49        19.00
1980     50        16.00
1980     51         6.01
1980     52         2.00
1980     53         1.00
1980     54         0.00
1980     55+        0.00
1981     12-        0.08
