United States, Cumulative period fertility rates (vertical parallelograms)
Last modified: 24/03/2023
Year  ARDY  Cohort     CPFR
1948   39    1909     2.872
1948   40    1908     2.912
1948   41    1907     2.943
1948   42    1906     2.966
1948   43    1905     2.982
1948   44    1904     2.994
1948   45    1903     3.000
1948   46    1902     3.004
1948   47    1901     3.006
1948   48    1900     3.007
1948   49    1899     3.008
1948   50    1898     3.008
1948   51    1897     3.008
1948   52    1896     3.008
1948   53    1895     3.008
1948   54    1894     3.008
1948   55    1893     3.008
1949   12    1937     0.000
1949   13    1936     0.000
1949   14    1935     0.000
1949   15    1934     0.002
1949   16    1933     0.010
1949   17    1932     0.034
1949   18    1931     0.087
1949   19    1930     0.180
1949   20    1929     0.318
1949   21    1928     0.488
1949   22    1927     0.677
1949   23    1926     0.876
1949   24    1925     1.078
1949   25    1924     1.279
1949   26    1923     1.472
1949   27    1922     1.650
1949   28    1921     1.815
1949   29    1920     1.973
1949   30    1919     2.121
1949   31    1918     2.251
1949   32    1917     2.367
1949   33    1916     2.472
1949   34    1915     2.565
1949   35    1914     2.648
1949   36    1913     2.722
1949   37    1912     2.786
1949   38    1911     2.839
1949   39    1910     2.887
1949   40    1909     2.927
1949   41    1908     2.958
1949   42    1907     2.980
1949   43    1906     2.995
1949   44    1905     3.007
1949   45    1904     3.014
1949   46    1903     3.018
1949   47    1902     3.020
1949   48    1901     3.021
1949   49    1900     3.021
1949   50    1899     3.021
1949   51    1898     3.022
1949   52    1897     3.022
1949   53    1896     3.022
1949   54    1895     3.022
1949   55    1894     3.022
1950   12    1938     0.000
1950   13    1937     0.000
1950   14    1936     0.000
1950   15    1935     0.002
1950   16    1934     0.011
1950   17    1933     0.034
1950   18    1932     0.088
1950   19    1931     0.181
1950   20    1930     0.317
1950   21    1929     0.486
1950   22    1928     0.673
1950   23    1927     0.868
1950   24    1926     1.070
1950   25    1925     1.268
1950   26    1924     1.461
1950   27    1923     1.644
1950   28    1922     1.809
1950   29    1921     1.966
1950   30    1920     2.115
1950   31    1919     2.250
1950   32    1918     2.367
1950   33    1917     2.472
1950   34    1916     2.567
1950   35    1915     2.649
1950   36    1914     2.723
1950   37    1913     2.788
1950   38    1912     2.842
1950   39    1911     2.888
1950   40    1910     2.927
1950   41    1909     2.958
1950   42    1908     2.979
1950   43    1907     2.995
1950   44    1906     3.006
1950   45    1905     3.012
1950   46    1904     3.016
1950   47    1903     3.018
1950   48    1902     3.019
1950   49    1901     3.019
1950   50    1900     3.020
1950   51    1899     3.020
1950   52    1898     3.020
1950   53    1897     3.020
1950   54    1896     3.020
1950   55    1895     3.020
1951   12    1939     0.000
1951   13    1938     0.000
1951   14    1937     0.000
1951   15    1936     0.002
1951   16    1935     0.011
1951   17    1934     0.036
1951   18    1933     0.093
1951   19    1932     0.193
1951   20    1931     0.341
1951   21    1930     0.525
1951   22    1929     0.728
1951   23    1928     0.940
1951   24    1927     1.154
1951   25    1926     1.366
1951   26    1925     1.570
1951   27    1924     1.764
1951   28    1923     1.942
1951   29    1922     2.108
1951   30    1921     2.262
1951   31    1920     2.402
1951   32    1919     2.527
1951   33    1918     2.638
1951   34    1917     2.736
1951   35    1916     2.822
1951   36    1915     2.898
1951   37    1914     2.964
1951   38    1913     3.020
1951   39    1912     3.068
1951   40    1911     3.107
1951   41    1910     3.138
1951   42    1909     3.161
1951   43    1908     3.177
1951   44    1907     3.188
1951   45    1906     3.195
1951   46    1905     3.199
1951   47    1904     3.201
1951   48    1903     3.202
1951   49    1902     3.202
1951   50    1901     3.202
1951   51    1900     3.202
1951   52    1899     3.202
1951   53    1898     3.202
1951   54    1897     3.202
1951   55    1896     3.202
1952   12    1940     0.000
1952   13    1939     0.000
1952   14    1938     0.000
1952   15    1937     0.002
1952   16    1936     0.010
1952   17    1935     0.034
1952   18    1934     0.091
1952   19    1933     0.190
1952   20    1932     0.338
1952   21    1931     0.526
1952   22    1930     0.734
1952   23    1929     0.954
1952   24    1928     1.177
1952   25    1927     1.393
1952   26    1926     1.604
1952   27    1925     1.804
1952   28    1924     1.988
1952   29    1923     2.162
1952   30    1922     2.323
1952   31    1921     2.468
1952   32    1920     2.597
1952   33    1919     2.715
1952   34    1918     2.820
1952   35    1917     2.909
1952   36    1916     2.988
1952   37    1915     3.055
1952   38    1914     3.113
1952   39    1913     3.163
1952   40    1912     3.205
1952   41    1911     3.237
1952   42    1910     3.259
1952   43    1909     3.276
1952   44    1908     3.288
1952   45    1907     3.294
1952   46    1906     3.298
1952   47    1905     3.300
1952   48    1904     3.301
1952   49    1903     3.301
1952   50    1902     3.302
1952   51    1901     3.302
1952   52    1900     3.302
1952   53    1899     3.302
1952   54    1898     3.302
1952   55    1897     3.302
1953   12    1941     0.000
1953   13    1940     0.000
1953   14    1939     0.000
1953   15    1938     0.002
1953   16    1937     0.011
1953   17    1936     0.035
1953   18    1935     0.093
1953   19    1934     0.196
1953   20    1933     0.350
1953   21    1932     0.545
1953   22    1931     0.761
1953   23    1930     0.986
1953   24    1929     1.216
1953   25    1928     1.440
1953   26    1927     1.654
1953   27    1926     1.858
1953   28    1925     2.044
1953   29    1924     2.219
1953   30    1923     2.383
1953   31    1922     2.530
1953   32    1921     2.659
1953   33    1920     2.776
1953   34    1919     2.884
1953   35    1918     2.975
1953   36    1917     3.055
1953   37    1916     3.124
1953   38    1915     3.182
1953   39    1914     3.233
1953   40    1913     3.274
1953   41    1912     3.307
1953   42    1911     3.330
1953   43    1910     3.347
1953   44    1909     3.359
1953   45    1908     3.366
1953   46    1907     3.369
1953   47    1906     3.371
1953   48    1905     3.372
1953   49    1904     3.372
1953   50    1903     3.373
1953   51    1902     3.373
1953   52    1901     3.373
1953   53    1900     3.373
1953   54    1899     3.373
1953   55    1898     3.373
1954   12    1942     0.000
1954   13    1941     0.000
1954   14    1940     0.000
1954   15    1939     0.002
1954   16    1938     0.012
1954   17    1937     0.037
1954   18    1936     0.097
1954   19    1935     0.201
1954   20    1934     0.360
1954   21    1933     0.563
1954   22    1932     0.790
1954   23    1931     1.028
1954   24    1930     1.269
1954   25    1929     1.504
1954   26    1928     1.728
1954   27    1927     1.935
1954   28    1926     2.126
1954   29    1925     2.305
1954   30    1924     2.473
1954   31    1923     2.627
1954   32    1922     2.760
1954   33    1921     2.879
1954   34    1920     2.988
1954   35    1919     3.084
1954   36    1918     3.167
1954   37    1917     3.238
1954   38    1916     3.299
1954   39    1915     3.350
1954   40    1914     3.393
1954   41    1913     3.427
1954   42    1912     3.451
1954   43    1911     3.468
1954   44    1910     3.480
1954   45    1909     3.487
1954   46    1908     3.491
1954   47    1907     3.493
1954   48    1906     3.493
1954   49    1905     3.494
1954   50    1904     3.494
1954   51    1903     3.494
1954   52    1902     3.494
1954   53    1901     3.494
1954   54    1900     3.494
1954   55    1899     3.494
1955   12    1943     0.000
1955   13    1942     0.000
1955   14    1941     0.000
1955   15    1940     0.002
1955   16    1939     0.011
1955   17    1938     0.037
1955   18    1937     0.097
1955   19    1936     0.201
1955   20    1935     0.360
1955   21    1934     0.566
1955   22    1933     0.799
1955   23    1932     1.045
1955   24    1931     1.294
1955   25    1930     1.534
1955   26    1929     1.765
1955   27    1928     1.977
1955   28    1927     2.168
1955   29    1926     2.349
1955   30    1925     2.517
1955   31    1924     2.669
1955   32    1923     2.804
1955   33    1922     2.924
1955   34    1921     3.031
1955   35    1920     3.126
1955   36    1919     3.211
1955   37    1918     3.283
1955   38    1917     3.343
1955   39    1916     3.395
1955   40    1915     3.438
1955   41    1914     3.472
1955   42    1913     3.496
1955   43    1912     3.513
1955   44    1911     3.525
1955   45    1910     3.532
1955   46    1909     3.535
1955   47    1908     3.537
1955   48    1907     3.538
1955   49    1906     3.538
1955   50    1905     3.539
1955   51    1904     3.539
1955   52    1903     3.539
1955   53    1902     3.539
1955   54    1901     3.539
1955   55    1900     3.539
1956   12    1944     0.000
1956   13    1943     0.000
1956   14    1942     0.000
1956   15    1941     0.002
1956   16    1940     0.011
1956   17    1939     0.038
1956   18    1938     0.101
1956   19    1937     0.212
1956   20    1936     0.379
1956   21    1935     0.596
1956   22    1934     0.841
1956   23    1933     1.099
1956   24    1932     1.360
1956   25    1931     1.612
1956   26    1930     1.851
1956   27    1929     2.073
1956   28    1928     2.269
1956   29    1927     2.451
1956   30    1926     2.622
1956   31    1925     2.776
1956   32    1924     2.912
1956   33    1923     3.034
1956   34    1922     3.144
1956   35    1921     3.238
1956   36    1920     3.322
1956   37    1919     3.396
1956   38    1918     3.457
1956   39    1917     3.510
1956   40    1916     3.553
1956   41    1915     3.586
1956   42    1914     3.611
1956   43    1913     3.628
1956   44    1912     3.640
1956   45    1911     3.647
1956   46    1910     3.651
1956   47    1909     3.653
1956   48    1908     3.654
1956   49    1907     3.654
1956   50    1906     3.654
1956   51    1905     3.654
1956   52    1904     3.654
1956   53    1903     3.654
1956   54    1902     3.654
